doc_id,item,category,amount,price,discount
UY00GHNHG6,насос для шин,автотовары,3,865.09,327.8
DF7COD1NP0,кондиционер,сезонные товары,2,740.75,416.22
3O3V1SDVHS,гантели,здоровье и спорт,4,21.12,1.04
LL8I3RB1NM,запчасти,автотовары,4,344.52,379.79
Z5E2PHT8TP,фрукты,продукты,3,254.72,156.28
1EOYBHUXOC,альбом для рисования,канцтовары,3,546.16,461.34
8QWGIQ3O1G,столовый набор,посудa,2,926.02,169.01
1UFGZUGG9E,смартфон,электроника,5,788.09,1097.95
DKVBJ7XQM3,шампунь,косметика,4,132.72,22.98
GJCS19OPMV,стул,мебель,4,660.49,596.49
GGBG80D63O,стул,мебель,4,150.34,34.43
LQ4F9YZORZ,овощи,продукты,4,601.34,404.2
XRWCT1H58Y,йога-коврик,здоровье и спорт,2,677.81,352.73
36FAE9PZD7,покрывало,текстиль,3,43.52,23.21
HAFJX5E5FU,зонтик,сезонные товары,1,58.66,13.43
4F4XPSZAMD,фрукты,продукты,1,884.79,101.88
9Y5TBPG8TA,универсальный пятновыводитель,бытовая химия,2,635.34,17.19
3SGDB6WGYR,кондиционер,сезонные товары,4,591.64,477.8
G1KCTAEVYH,шампунь,косметика,5,997.79,1125.03
41BXLEN0BS,сандалии,обувь,5,138.61,100.04
53T23NW4TV,запчасти,автотовары,2,657.16,42.38
75FPOHE9K7,маркер,канцтовары,2,280.03,113.84
NFAJAQD4BA,покрывало,текстиль,1,515.28,2.28
TXV22CALLI,скатерть,текстиль,1,728.0,162.06
XLRIGUNDC3,куртка,одежда,3,403.29,252.9
7EOJZ7HCTG,колбаса,продукты,3,498.85,170.26
LH6E5HC9YX,тарелка,посудa,3,546.25,438.72
YRTN0L0K20,спортивная бутылка,здоровье и спорт,3,364.13,65.38
KWMUH29IZ1,платье,одежда,5,744.15,802.58
BIMWDR13VA,витамины,здоровье и спорт,1,139.42,0.33
KKFVFNWF73,маркер,канцтовары,3,163.73,35.04
UVOZ1IXEEQ,детское питание,товары для детей,3,735.31,346.54
9XIBKDHYRM,простыни,текстиль,4,791.36,540.25
LK3E3YMLRW,хлеб,продукты,1,398.66,1.01
V5WLIJLZZA,памперсы,товары для детей,3,422.8,371.14
DWD2JAYC27,пила,инструменты,4,895.81,58.55
EANAHC5E8E,подгузники,товары для детей,3,435.53,220.07
TGY6Q5NYXW,полотенце,текстиль,1,553.35,153.38
XSENJ5D3TY,насос для шин,автотовары,5,27.81,35.77
57S29YPJBM,сандалии,обувь,4,604.62,631.7
FY2X8NF3FL,наушники,электроника,5,874.07,1070.39
ELOJROSCYO,колбаса,продукты,4,490.11,6.8
LHWSWAD8EZ,куртка,одежда,5,398.78,417.89
0S9V3BTDII,лампочка,электроника,2,303.41,18.37
O3LXNDJEM2,тарелка,посудa,1,562.69,44.55
PBI96SJ488,зонтик,сезонные товары,2,996.63,516.75
QAHW170552,куртка,одежда,3,608.82,102.37
7AR5008M3V,средство для мытья посуды,бытовая химия,4,644.25,260.16
XDOP1SS8GB,детское питание,товары для детей,2,756.75,414.18
97QU1FO3EE,масло моторное,автотовары,1,284.17,28.84
