doc_id,item,category,amount,price,discount
WX0IMLS88Q,чистящее средство,бытовая химия,2,516.2,19.1
WI9C6IE1QZ,обогреватель,сезонные товары,5,211.98,76.5
UUWOJSP39I,футболка,одежда,5,698.18,573.91
4PYN4Q085G,тарелка,посудa,3,429.29,351.64
NJ817OXOVA,крем для лица,косметика,3,316.93,224.22
BOJAWEDXHY,колбаса,продукты,1,315.75,14.82
52SVVKQ0MP,вилка,посудa,1,965.43,227.77
V12ICQUT0F,морозилка,сезонные товары,2,657.46,200.35
WV9T63221M,колбаса,продукты,1,630.47,69.88
Z28TMKSRIB,книжки,товары для детей,1,870.65,250.37
24ZRLBPIEY,толстовка,одежда,4,852.23,25.75
BNFR326ALR,отвертка,инструменты,1,844.95,127.32
WHQ82H917A,моющее средство,бытовая химия,3,843.55,612.93
HDC6U2GFEO,спортивная бутылка,здоровье и спорт,5,986.93,918.04
S8LFBO9Q9S,стул,мебель,2,786.25,107.32
MQGPUQOKIX,запчасти,автотовары,4,278.96,98.36
LKGFZNAV6V,фитнес-браслет,здоровье и спорт,4,377.53,448.43
H8TM0J23DR,фрукты,продукты,3,344.87,157.56
88S5SG6E8G,отвертка,инструменты,2,411.55,69.47
5TMRA4B554,моющее средство,бытовая химия,3,283.95,76.89
69PK45ONKA,детское питание,товары для детей,1,75.31,15.56
5LLZTN7JIG,гантели,здоровье и спорт,4,452.97,165.78
ZTDVHXK1QL,моющее средство,бытовая химия,5,148.89,23.26
3IOOYYGC0O,телевизор,электроника,4,763.28,781.58
4T3GMYCXQT,шкаф,мебель,5,332.41,486.39
HD097CDQLI,книжки,товары для детей,1,788.96,182.03
XYXAGDJIR9,освежитель воздуха,бытовая химия,4,817.3,457.01
1GFONMZ5JG,йога-коврик,здоровье и спорт,4,161.53,68.9
F85EBJSNUW,освежитель воздуха,бытовая химия,5,891.86,1004.82
H8CPX85CGQ,кастрюля,посудa,2,438.91,49.7
TH0ZG2RSFA,наушники,электроника,1,407.72,65.94
CYJEGA15YX,памперсы,товары для детей,4,99.38,45.94
98IEJ6Y02X,платье,одежда,4,529.05,74.41
DR6ZHPHXAT,книжки,товары для детей,4,198.52,201.99
4QM78361XB,морозилка,сезонные товары,1,340.55,39.0
WN2XHG3DZX,кондиционер,сезонные товары,5,405.4,503.39
YWJMP763L1,гантели,здоровье и спорт,2,340.38,195.35
GCAF0BJG87,набор гаечных ключей,инструменты,4,427.41,10.0
OTJMGEHXMR,шторы,текстиль,5,353.88,295.55
GHQOFZJ4I4,ботинки,обувь,2,589.17,151.67
Q20VBUE23O,сандалии,обувь,4,144.35,123.55
E73135SP1W,пила,инструменты,2,237.52,111.81
15EV67YSLN,гантели,здоровье и спорт,3,702.95,235.56
TQDT5J9ZEI,лампочка,электроника,2,772.92,120.56
XGWHZ5VT9P,масло моторное,автотовары,3,595.95,11.31
R68SV3RUAY,морозилка,сезонные товары,3,899.51,130.62
G56GQ97E1E,лампочка,электроника,1,917.9,250.0
F4LZCL31XF,спортивная бутылка,здоровье и спорт,3,638.62,47.8
DJT5B52E0I,обогреватель,сезонные товары,3,332.27,201.71
PPRTBSBHV5,зонтик,сезонные товары,5,182.61,164.45
