doc_id,item,category,amount,price,discount
DC4QN32BPA,маркер,канцтовары,1,830.07,169.63
9JVRG1FA7E,шкаф,мебель,4,230.57,58.56
RDOOG8PBYI,вилка,посудa,2,643.0,218.49
71KPW6HR6J,толстовка,одежда,3,880.44,317.31
TV1D1OMPJ1,шкаф,мебель,3,51.07,14.63
EATGQSK87A,смартфон,электроника,2,582.72,293.1
D02LPPBTK2,ручка,канцтовары,2,873.75,42.5
MTFVP3QLYJ,моющее средство,бытовая химия,5,482.6,452.71
XIZK56L29T,фрукты,продукты,3,739.69,393.81
16MB6KXKWK,ложка,посудa,4,967.97,385.69
HXK81AN4MX,джинсы,одежда,4,131.75,117.9
EPP9MFJX6P,морозилка,сезонные товары,3,31.63,26.4
W4ROFWGUTF,кресло,мебель,4,79.37,20.01
4WXRH890L5,джинсы,одежда,1,581.46,113.57
QQA71XWX8F,тарелка,посудa,2,71.88,5.5
1UFY4TZUEI,насос для шин,автотовары,5,251.57,320.06
0240TAA3WJ,помада,косметика,5,994.39,1460.8
P612L8HMM5,помада,косметика,2,48.82,16.16
D14VVSNU9K,спортивная бутылка,здоровье и спорт,5,89.33,71.4
S6DP9BX9OS,автомобильный пылесос,автотовары,4,454.49,395.33
XZ0B8B3IFX,шторы,текстиль,2,498.21,49.27
2HKZE45JA7,смартфон,электроника,4,32.38,23.58
K2M5B405T1,клей,канцтовары,5,718.08,558.5
PN71B0UNHX,шампунь,косметика,2,277.47,63.09
UJ3FWKZ67B,подгузники,товары для детей,2,954.82,328.93
ZWARZS7BRR,клей,канцтовары,1,53.23,7.8
QDCBF8V1W3,сандалии,обувь,4,171.91,169.87
VKNQ87J6PQ,шампунь,косметика,5,364.01,107.14
Z671V4NQGJ,молоко,продукты,2,532.95,75.75
8P0TMJLFQQ,памперсы,товары для детей,2,717.91,179.56
2JFDLL1ER1,покрывало,текстиль,4,278.34,122.12
IMUEB5OIQE,средство для мытья посуды,бытовая химия,5,468.77,483.07
UBHQ05O0LW,ручка,канцтовары,2,177.14,43.29
HY88IRWJ7W,кровать,мебель,3,406.15,85.06
S7KI2GUKXE,морозилка,сезонные товары,4,826.26,204.1
M378I8A1G0,йога-коврик,здоровье и спорт,4,879.51,58.78
ZAMI1AY3VW,фрукты,продукты,2,940.24,90.24
30VS7ZJCJN,шторы,текстиль,2,536.53,124.32
ZP65NQIEYV,шампунь,косметика,5,727.32,942.26
83X7420KCY,полотенце,текстиль,2,141.41,7.87
F5RH9Y3HWD,моющее средство,бытовая химия,4,292.6,148.45
6346R29NJI,зарядное устройство,электроника,3,974.85,237.9
VPVLCRNRET,вилка,посудa,2,219.44,65.81
0VUAK7K0QL,тарелка,посудa,4,680.34,210.69
L7T2HE06OJ,помада,косметика,2,417.16,60.48
S6X4RK7RSV,автомобильный пылесос,автотовары,5,526.48,297.45
KR769VMD8Q,рождественские украшения,сезонные товары,2,146.01,16.31
KI8QZC3LB1,фитнес-браслет,здоровье и спорт,1,909.99,234.19
62JS9BQWK2,полотенце,текстиль,1,37.32,4.04
M0WS7ZD2XU,средство для мытья посуды,бытовая химия,4,315.18,223.28
