doc_id,item,category,amount,price,discount
KYV1ADMSVZ,тетрадь,канцтовары,3,209.9,19.47
OKSLZZZEV2,туалетная вода,косметика,3,294.87,74.62
L0L6DAHP5Y,пила,инструменты,4,266.36,304.52
KDLOEGFJ60,стол,мебель,4,451.41,61.46
A8QGA4C3EH,шкаф,мебель,3,964.67,45.02
QVI87A3XSZ,джинсы,одежда,3,758.65,247.1
1ASY3X2U65,тапочки,обувь,4,398.87,355.63
Y38Y5XTXUP,кроссовки,обувь,1,61.11,8.07
O8C75W9RDV,ботинки,обувь,2,656.48,144.47
F20D17YJHD,кроссовки,обувь,4,911.93,1019.11
3VAB93ZLJR,кроссовки,обувь,5,176.92,12.6
84ZZTNGCLP,отвертка,инструменты,1,855.66,203.88
V9BTKP1G07,кроссовки,обувь,5,599.99,369.61
FRGLGX0AAO,ложка,посудa,3,603.63,430.25
Q3JXRI61GN,обогреватель,сезонные товары,5,132.03,196.8
8EJLQ70VJM,тапочки,обувь,3,447.11,154.09
3J70XV49S4,маркер,канцтовары,3,852.22,629.31
8ETDJ50RYS,запчасти,автотовары,4,639.62,624.11
IUWFYAC24N,чистящее средство,бытовая химия,1,734.79,76.71
B3SWTY86R1,шторы,текстиль,1,353.27,98.2
GNLSFSRZQI,фитнес-браслет,здоровье и спорт,3,833.64,603.76
77HIMVJC02,молоко,продукты,2,527.16,128.93
XKG5XUO45S,овощи,продукты,2,374.62,173.52
WGDQY1450W,спортивная бутылка,здоровье и спорт,5,509.22,592.67
E1UYT0VDVW,кроссовки,обувь,4,232.53,80.81
N60163Y2HO,куртка,одежда,2,410.52,109.44
S5BM14GI05,набор гаечных ключей,инструменты,3,230.46,58.7
4193E39YX4,кондиционер,сезонные товары,5,836.11,872.88
WQEVRGP8JF,ручка,канцтовары,3,774.43,541.62
RYH88QBB14,кроссовки,обувь,1,856.88,200.1
MY0GWZKJGU,хлеб,продукты,1,720.32,104.55
9WQITFSTDS,дрель,инструменты,2,577.15,107.01
5FV7CJ0QTT,игрушки,товары для детей,3,265.07,186.78
FEBJ2RA1E0,тетрадь,канцтовары,3,665.67,60.72
TZ8ZLFGCJT,куртка,одежда,3,11.06,8.52
K0PF835L3G,памперсы,товары для детей,4,962.16,209.91
HFZ7DXUS1K,ботинки,обувь,4,63.85,53.93
MDBSMDMCYT,маркер,канцтовары,4,313.32,82.8
IL2FYBS570,кастрюля,посудa,4,64.83,9.15
SOTPXW3300,подгузники,товары для детей,1,610.21,50.62
I4N4SUT7EI,тетрадь,канцтовары,2,456.15,224.07
R2J3Z6VQXY,сыр,продукты,3,705.95,414.51
SJRCMIRGJF,пила,инструменты,4,874.43,1011.76
0VE753PO3T,тапочки,обувь,4,563.81,115.84
C6TXXNR6G7,фрукты,продукты,3,36.72,10.4
XYH5KFJVMW,тушь для ресниц,косметика,2,284.4,156.14
W0ZOKPKQJ7,масло моторное,автотовары,1,222.12,39.3
90EINC4F8J,джинсы,одежда,1,468.27,71.11
HWH0M7884R,насос для шин,автотовары,2,214.89,58.48
489TG3VDZV,джинсы,одежда,2,672.73,192.54
