doc_id,item,category,amount,price,discount
KMAMJZMEYE,толстовка,одежда,1,801.58,238.91
DKLSZNT1AS,кроссовки,обувь,4,41.96,46.05
LM6B40AA7U,овощи,продукты,1,773.48,231.0
CFVACTSLNO,куртка,одежда,3,82.91,71.69
FN1I4WPKMH,наушники,электроника,2,843.66,332.13
W02W0D4LQM,чистящее средство,бытовая химия,4,726.98,197.92
8RBF86A3V5,шкаф,мебель,4,776.08,317.29
NYJ86BWVC8,кондиционер,сезонные товары,3,951.71,711.14
ODI1O2A5SR,крем для лица,косметика,2,162.95,95.0
WNZ1BM6K5Z,телевизор,электроника,1,455.48,58.23
7RV9BY5QT5,крем для лица,косметика,4,358.74,24.64
JPMFLLHIGP,маркер,канцтовары,2,117.21,47.2
CO0GN9XI20,кастрюля,посудa,4,163.22,9.29
3AINZ52QAG,морозилка,сезонные товары,2,977.45,229.86
44NYDL87EO,тетрадь,канцтовары,3,519.69,242.64
7GAKKX4LNN,смартфон,электроника,5,804.54,395.52
HU8KNIIX9B,кроссовки,обувь,5,187.08,52.35
EO15CL7W8E,шторы,текстиль,1,382.76,48.37
66YFQF4896,средство для мытья посуды,бытовая химия,1,465.1,12.62
NJOKO04K6G,моющее средство,бытовая химия,4,256.83,13.95
JRLFK5M2IV,кресло,мебель,1,647.32,41.85
DSIXAT85SH,витамины,здоровье и спорт,2,410.22,206.42
WJY9DZOB56,скатерть,текстиль,4,960.73,1019.32
F3PT29QLRV,простыни,текстиль,5,662.15,757.32
W5MC7BL8AF,толстовка,одежда,2,44.44,15.75
JAHE4SAUCS,детское питание,товары для детей,3,294.71,219.91
5DHPCIU6ZX,телевизор,электроника,2,544.3,109.05
NG3X4NKMX0,детское питание,товары для детей,4,356.9,318.17
83BEJLHJFP,ботильоны,обувь,5,831.77,256.37
JGLW3FQNJU,пила,инструменты,5,393.3,376.43
RSQ20YJONW,сандалии,обувь,5,664.08,397.75
4UQCEER2G2,смартфон,электроника,2,783.31,252.77
1TW3VJKSH5,помада,косметика,5,970.57,17.58
CIBJN1APK5,фитнес-браслет,здоровье и спорт,1,307.35,84.08
C50WQ48GB0,полотенце,текстиль,4,981.9,186.91
O9125I5CMY,покрывало,текстиль,5,62.21,19.72
P1CA7X15DD,маркер,канцтовары,5,462.55,375.32
DVTY3OXHKG,масло моторное,автотовары,1,621.62,66.17
I86QECXNOY,средство для мытья посуды,бытовая химия,1,925.31,216.04
4BF6J4R5NW,запчасти,автотовары,2,988.75,98.76
1EYZGB14P7,автомобильный пылесос,автотовары,3,296.04,85.19
2U3HBBD2WP,аксессуары для авто,автотовары,4,488.18,160.55
UOKYSMENT9,детское питание,товары для детей,3,377.35,13.91
ISPLCGAQUW,скатерть,текстиль,3,388.07,220.06
H5Z31L2Q5S,молоко,продукты,3,784.54,403.93
UKVXE45N6M,смартфон,электроника,1,852.62,234.98
SCJM3SP93V,гантели,здоровье и спорт,4,93.39,75.96
LRBQSWLQHG,кастрюля,посудa,4,866.85,942.81
JWMCWMQ5KV,наушники,электроника,2,296.4,63.37
QV25MP4SNV,альбом для рисования,канцтовары,2,710.1,387.0
