doc_id,item,category,amount,price,discount
Q3JUKVKZMR,молоток,инструменты,5,205.96,257.18
F67DNCOU26,туалетная вода,косметика,4,471.26,39.21
L7351QCPLT,хлеб,продукты,1,609.38,138.68
7YF0GEIFWI,тетрадь,канцтовары,4,238.6,264.41
E2OFNZ1USF,стол,мебель,4,309.87,271.94
2UE4XHBV1R,универсальный пятновыводитель,бытовая химия,1,75.22,6.15
057BS5OHY3,тетрадь,канцтовары,3,992.9,294.02
97BDRBUZAA,чистящее средство,бытовая химия,5,957.75,538.76
BG62SVUBLD,освежитель воздуха,бытовая химия,2,521.43,145.44
D9K844JSPO,вилка,посудa,3,401.74,14.12
8NU1SE734K,фрукты,продукты,1,298.59,35.06
XZSSZTNSXE,отвертка,инструменты,2,155.8,52.76
3DCYF5PKA4,тетрадь,канцтовары,1,413.43,24.64
2GFH30TFNF,масло моторное,автотовары,4,835.68,384.92
0312D9QX1J,рождественские украшения,сезонные товары,4,549.24,422.95
LYVPRY8IA8,зонтик,сезонные товары,4,490.12,386.32
GHLEFI8456,молоко,продукты,5,525.78,742.85
QO8775GFS1,универсальный пятновыводитель,бытовая химия,5,768.67,803.33
64PW30NMB4,сандалии,обувь,3,37.9,2.03
LNWTC0P9FG,кроссовки,обувь,4,864.33,892.47
RIAZFXYML5,тапочки,обувь,4,480.91,414.35
88EQPBG2MG,смартфон,электроника,1,873.45,87.3
S9OYFF91TX,моющее средство,бытовая химия,5,173.26,124.27
VNH8JZ6PRI,телевизор,электроника,3,368.04,300.54
ERNHLHXGMT,ручка,канцтовары,1,211.08,45.1
G52KYQMCMX,маркер,канцтовары,5,708.84,1019.0
1UNWR0FF6V,альбом для рисования,канцтовары,3,274.7,184.9
O9GA2YSRHF,джинсы,одежда,3,315.97,110.84
3VOS2E5ODJ,тетрадь,канцтовары,5,585.21,610.73
0X38HHXTDE,кресло,мебель,1,928.32,162.47
SKG0WAAK5B,запчасти,автотовары,4,898.64,407.21
A3TE03C37G,шампунь,косметика,3,811.31,594.38
P4YU4RQJNJ,запчасти,автотовары,2,129.93,69.18
W037P39QTM,ложка,посудa,2,297.93,53.46
7UW8PC6XI1,джинсы,одежда,2,276.21,122.49
EFHWNFMQZJ,толстовка,одежда,1,344.7,68.72
L3CMQWXVPZ,освежитель воздуха,бытовая химия,2,716.29,160.56
SPX6BAY14I,аксессуары для авто,автотовары,4,392.69,427.34
7S5UUE9AYV,толстовка,одежда,4,682.63,426.62
RC9RPSBY6G,тапочки,обувь,3,66.54,13.94
EJ98ZRXXMR,освежитель воздуха,бытовая химия,2,519.33,245.79
TFLDWM6VAN,футболка,одежда,4,914.95,337.06
2OW97PQVFW,сандалии,обувь,2,256.72,97.83
IX6CYQVNRK,тарелка,посудa,3,652.39,26.82
8MCTCUMTQ6,смартфон,электроника,2,360.22,137.56
42AWBC3MO0,туалетная вода,косметика,3,122.47,18.45
MUH1W9EK7K,масло моторное,автотовары,3,282.56,196.14
3GOWE22UKG,дрель,инструменты,2,804.27,113.05
PBMHJWDHEQ,рождественские украшения,сезонные товары,4,454.76,321.65
FRPOMQNPY0,чистящее средство,бытовая химия,4,450.23,352.65
