doc_id,item,category,amount,price,discount
9FVMVOURSW,тушь для ресниц,косметика,5,190.23,166.88
YTJZDLS0ZO,шторы,текстиль,1,374.79,39.83
L79EZ53O16,дрель,инструменты,5,164.0,13.19
9UB5FF2HL5,универсальный пятновыводитель,бытовая химия,3,288.86,249.07
94ABRE5ZDH,универсальный пятновыводитель,бытовая химия,2,229.81,40.45
NXT72KBDJT,шторы,текстиль,3,432.25,135.53
7U2KKRKW1A,насос для шин,автотовары,1,873.27,172.51
8XHW4NXAI3,альбом для рисования,канцтовары,3,631.68,118.44
P4MWGYVU6M,полотенце,текстиль,5,563.06,377.76
WD5KL61CPZ,игрушки,товары для детей,2,851.17,247.71
G0LNUPWWTU,ботильоны,обувь,5,496.18,504.41
WINTOX6DTA,зонтик,сезонные товары,1,181.65,19.04
C5RLT9CL2K,универсальный пятновыводитель,бытовая химия,1,590.55,44.21
S9YO6E03OU,кондиционер,сезонные товары,3,335.72,231.0
GN8O5KKZ6C,шторы,текстиль,3,967.37,93.8
IRC2K7T8T4,туалетная вода,косметика,4,464.94,48.57
GVZ3ACUFE9,дрель,инструменты,1,421.85,125.74
ZGRG73SZEE,ложка,посудa,4,153.27,126.68
W4K0B9B7DI,книжки,товары для детей,2,378.95,95.63
XCN09IGC7R,тетрадь,канцтовары,2,891.44,337.3
JQIFY1Y2JB,наушники,электроника,1,953.81,232.91
6A0YOJR2DI,покрывало,текстиль,2,789.68,48.95
UZSA82MTE4,крем для лица,косметика,1,203.4,43.09
XSYJLYUR17,пила,инструменты,5,925.38,998.2
O2A0TL032Z,насос для шин,автотовары,1,15.28,3.35
DZC7S1P8QO,наушники,электроника,3,594.02,251.76
4ZG1CCD4S2,подгузники,товары для детей,5,316.29,408.55
MCMCK8CWVR,средство для мытья посуды,бытовая химия,1,736.9,188.75
9ZLU1P1IG1,шкаф,мебель,3,88.55,63.27
WTYPA3YECD,набор гаечных ключей,инструменты,5,675.89,432.14
68FCN480DG,столовый набор,посудa,2,715.47,269.54
17DU5YYIGF,телевизор,электроника,5,631.27,238.64
PY3A4R7APG,шкаф,мебель,4,227.33,89.75
SYPMY7C2RL,кроссовки,обувь,1,823.39,197.63
I42L4RRBI5,скатерть,текстиль,4,800.36,767.52
XYGE9ZF17L,тетрадь,канцтовары,4,644.37,76.49
C885V18QUN,крем для лица,косметика,5,380.93,389.92
42UHWKCWQH,джинсы,одежда,2,283.46,134.83
Q43AFDNSNT,полотенце,текстиль,2,366.62,166.27
ZF0WLNNSWH,дрель,инструменты,2,309.4,87.71
WI88T71UAL,покрывало,текстиль,4,73.05,56.51
M4M0QNHXT9,маркер,канцтовары,1,129.45,23.31
WV7XAR81ER,платье,одежда,4,389.13,94.05
DFZ4NWCPH1,аксессуары для авто,автотовары,1,171.54,2.3
G0OT0A9P7S,тапочки,обувь,2,865.05,246.7
WGY2QVCTDC,тушь для ресниц,косметика,1,198.85,0.38
3V1H0DYTFQ,гантели,здоровье и спорт,4,511.89,576.43
7AFR1LT6L0,сандалии,обувь,3,196.77,8.42
I0DRIDSC7L,простыни,текстиль,4,768.09,54.06
NBAHY4QPDY,спортивная бутылка,здоровье и спорт,4,861.16,839.39
