doc_id,item,category,amount,price,discount
6V0FNDZT8Q,кроссовки,обувь,5,690.01,307.28
BCTN2TYZDD,шампунь,косметика,5,59.84,34.37
V7VOSGDKT2,обогреватель,сезонные товары,1,767.3,126.15
5DJJLBT6IE,клей,канцтовары,4,688.31,770.38
8F41720VNG,кастрюля,посудa,2,208.28,92.13
9ZCCSM2JU2,тетрадь,канцтовары,3,400.09,158.0
97VAHLRZSE,масло моторное,автотовары,2,874.92,394.94
SGC8L4CDIC,кроссовки,обувь,5,993.79,577.86
YR1E13LMPF,хлеб,продукты,2,651.84,180.84
D8XVQPFF2O,колбаса,продукты,1,411.17,26.94
3AEZD9LOEH,гантели,здоровье и спорт,2,535.87,84.54
E53SFA3MPP,альбом для рисования,канцтовары,5,906.06,1350.62
PHTFLI292K,витамины,здоровье и спорт,1,286.92,79.41
IZVTIII1PL,тушь для ресниц,косметика,2,554.77,225.39
6XF3K35MIR,ботильоны,обувь,2,622.89,335.33
I9YX86ISUF,маркер,канцтовары,4,828.07,747.82
5IEPLXMD9B,рождественские украшения,сезонные товары,1,852.39,213.91
K42E1Q9JMF,запчасти,автотовары,5,558.46,807.02
MX5IMGK4E5,туалетная вода,косметика,5,315.21,407.29
X4PNR3SUTK,клей,канцтовары,5,341.87,151.81
AEAA9A4JT9,полотенце,текстиль,3,821.89,124.97
305YJ6FUL3,игрушки,товары для детей,4,803.18,828.8
K69DIXBIRH,универсальный пятновыводитель,бытовая химия,2,214.56,101.76
EP5GRZ8ELS,дрель,инструменты,3,474.02,342.61
9HOPIKW9M6,наушники,электроника,5,161.23,83.56
PWX36WJQUA,фрукты,продукты,3,868.96,711.46
CXLXSFDPME,ботильоны,обувь,3,13.13,6.99
3IH6A9Z1N5,тушь для ресниц,косметика,4,631.18,693.55
1TN2FWLW8W,масло моторное,автотовары,5,191.4,282.23
VVKO8M81FR,кровать,мебель,3,867.48,176.8
LUUD8BFKIJ,столовый набор,посудa,4,948.6,749.68
YL4GCRLBGD,пила,инструменты,3,255.73,99.7
3GP4N2NPR2,фрукты,продукты,3,391.02,2.23
XOK416H16N,насос для шин,автотовары,5,107.89,64.01
TXW6I5NXYX,кресло,мебель,5,717.91,971.58
O7QQNJ7NAJ,толстовка,одежда,4,870.41,865.2
NKH4WIAR9T,памперсы,товары для детей,1,698.32,95.51
LZHIBMPS4P,тапочки,обувь,1,295.83,14.09
06ILOB51OW,молоток,инструменты,3,493.97,122.42
PIXG1E1ZOX,подгузники,товары для детей,1,934.36,252.33
2FV4F4VOTA,универсальный пятновыводитель,бытовая химия,3,168.81,116.04
J9M42SXO0J,куртка,одежда,4,474.57,243.81
M62ZJ85VX9,гантели,здоровье и спорт,3,474.74,375.62
FGDQ4YIGFT,тушь для ресниц,косметика,1,594.81,171.83
U7P1H3QUDE,средство для мытья посуды,бытовая химия,2,980.19,53.34
RW4Q4IDG1S,колбаса,продукты,4,214.88,178.97
4CQYQNDAPH,витамины,здоровье и спорт,1,812.98,166.9
VC8IECZGIB,кровать,мебель,5,982.13,331.7
Y4XDQ32ZTV,запчасти,автотовары,5,561.05,16.14
UUQWGC0K4U,кресло,мебель,4,430.42,29.66
