doc_id,item,category,amount,price,discount
YT0A9AEYBB,телевизор,электроника,2,902.58,97.8
4GUVRA80JD,крем для лица,косметика,3,76.4,55.42
NDDSX5CUE0,универсальный пятновыводитель,бытовая химия,1,184.54,31.34
DKP4H4KD1U,тапочки,обувь,1,302.3,29.28
DQG4M2Y51J,сыр,продукты,2,827.61,222.87
SW6WYOBNJB,лампочка,электроника,1,841.03,181.42
48PU6UTGY1,ботинки,обувь,2,404.43,94.58
4AR4TC1Y43,овощи,продукты,4,375.87,349.56
LH14OE0C93,стол,мебель,2,582.16,325.91
85MB04H6W4,шкаф,мебель,4,771.09,595.34
16YNTCNQ2G,куртка,одежда,1,179.69,37.72
SRBFVLZHZV,маркер,канцтовары,4,668.93,505.58
M83H7M2PCN,витамины,здоровье и спорт,3,887.94,183.29
XUF1X1SAD5,куртка,одежда,4,697.51,35.16
T1ETXUE96A,туалетная вода,косметика,2,572.23,276.34
9R4EWHT1MH,витамины,здоровье и спорт,3,318.35,95.09
GWO0PHIDU3,отвертка,инструменты,2,760.71,351.93
XHHU1759K0,крем для лица,косметика,1,351.29,33.9
UWZ8X3BRZC,туалетная вода,косметика,3,357.06,261.56
UPHCVGNZS0,покрывало,текстиль,4,642.48,170.15
YCMG5VGIWE,универсальный пятновыводитель,бытовая химия,4,65.43,69.65
46XXWE6CWE,тушь для ресниц,косметика,5,60.78,14.56
F5N7ZXWMHV,вилка,посудa,4,678.73,295.64
29NYHJHTDV,зарядное устройство,электроника,5,823.46,527.46
8IZGI3B1B3,ботильоны,обувь,5,980.74,1352.66
Q00FGRKU7G,набор гаечных ключей,инструменты,4,384.85,53.9
QDMA9DKVNM,смартфон,электроника,1,963.82,257.07
DWBUX98S81,простыни,текстиль,4,780.76,836.43
CX2NOWV49O,туалетная вода,косметика,4,268.48,286.14
7XS7TT2TCY,скатерть,текстиль,4,479.28,563.34
1Z88RDPMPP,йога-коврик,здоровье и спорт,5,441.99,610.2
LVR4JIAO2H,телевизор,электроника,1,354.16,48.8
1NAPKVNTES,столовый набор,посудa,1,200.75,59.46
A6QABXFU03,кровать,мебель,5,495.14,366.62
KNNKUKBLDM,зонтик,сезонные товары,1,311.94,78.8
20CCVF1IMT,зарядное устройство,электроника,2,73.02,37.89
82C7QYVLSK,туалетная вода,косметика,3,179.99,98.03
D72SAKHDKS,тетрадь,канцтовары,1,190.0,21.4
ZFS5YSKNEP,куртка,одежда,1,460.26,93.66
JXS4ENPHMQ,рождественские украшения,сезонные товары,4,656.6,280.7
EXVLUHHNBB,клей,канцтовары,5,848.84,876.11
HBCN663VSV,шкаф,мебель,2,142.46,24.64
8J50F1S01E,рождественские украшения,сезонные товары,5,727.38,472.64
YJ8XSTK09B,платье,одежда,2,214.67,90.89
XAA4FOF7ST,освежитель воздуха,бытовая химия,4,470.99,434.03
8TMJZDXGNP,маркер,канцтовары,1,677.58,147.2
8TE3TYDHLP,молоток,инструменты,5,771.86,494.46
D1NS35CTGJ,клей,канцтовары,2,198.57,103.45
W5KH6JQ8A1,простыни,текстиль,2,215.83,43.5
6LI6CXGMRG,молоток,инструменты,2,976.72,405.94
