doc_id,item,category,amount,price,discount
VDLBSEUGCL,шкаф,мебель,4,425.96,378.94
T3WJ6IHEOD,спортивная бутылка,здоровье и спорт,4,775.95,352.95
QQ0OSNZIDG,аксессуары для авто,автотовары,2,994.98,309.02
91JRPFTPBG,пила,инструменты,3,822.27,369.43
D6K3HQUQTF,куртка,одежда,4,524.95,286.39
0OX51WL7IX,молоко,продукты,4,515.87,367.0
SWB20BLMKA,покрывало,текстиль,2,42.57,16.0
WTNU365TU3,зонтик,сезонные товары,1,356.74,17.24
8RLBO265R4,туалетная вода,косметика,1,900.64,85.93
8IC161Z93W,крем для лица,косметика,2,657.41,276.65
LOJ70UMJWS,джинсы,одежда,3,918.55,535.16
AGO9YVY7GK,насос для шин,автотовары,4,878.32,258.67
8666CFV8R0,освежитель воздуха,бытовая химия,1,253.16,13.78
2DLKDS0OE2,игрушки,товары для детей,3,527.6,398.93
F7C8EDCAP9,молоко,продукты,4,301.23,351.95
SYAOHIXO0M,сыр,продукты,5,591.79,427.93
WE9F0KC18E,набор гаечных ключей,инструменты,3,585.93,69.73
CNOIMADTY0,гантели,здоровье и спорт,2,403.81,180.87
WRNBKXU1MC,дрель,инструменты,1,90.41,7.93
XJR1NPCPEY,крем для лица,косметика,2,482.84,261.73
7YNKS7WH4N,рождественские украшения,сезонные товары,3,149.68,62.12
69MUUSGCKS,обогреватель,сезонные товары,1,715.02,7.41
IET3RUZLMR,телевизор,электроника,4,675.48,174.27
8MUADS4LVO,тапочки,обувь,5,23.9,13.19
QP9O8J6N61,шкаф,мебель,1,601.95,106.62
LSTJKRVCPZ,набор гаечных ключей,инструменты,1,328.17,71.8
WQRAPJ1HY3,ручка,канцтовары,2,361.13,213.86
7RHK0748ZQ,вилка,посудa,3,900.76,694.24
CUNYO20OLW,телевизор,электроника,2,937.66,533.21
YHVHQCN3O3,сандалии,обувь,4,714.12,713.16
ZQ2DWT121O,набор гаечных ключей,инструменты,1,857.6,216.56
VW5BOLE01O,ботинки,обувь,4,945.9,34.94
ENKWWRFMXA,пила,инструменты,4,867.61,147.13
7YK4125IDW,покрывало,текстиль,2,896.15,166.81
MZC9FHY3ZU,набор гаечных ключей,инструменты,1,135.2,27.48
RQ6DTJTMTQ,джинсы,одежда,1,980.14,247.15
1RE9ML6I3S,шторы,текстиль,4,679.23,603.54
TDPZ0PZ6HS,стол,мебель,2,166.53,20.7
931CRX1KRE,кастрюля,посудa,2,383.33,47.96
X3VEXQH0MA,сыр,продукты,3,931.86,380.33
WDT99UXTVW,скатерть,текстиль,2,537.5,29.72
Q8WPRRK5V7,тетрадь,канцтовары,2,109.81,53.95
8X2KQN0OCN,фитнес-браслет,здоровье и спорт,4,840.42,93.79
NHCH5SDT2K,универсальный пятновыводитель,бытовая химия,4,430.01,269.73
Y8ALBQS1XW,памперсы,товары для детей,3,782.15,231.43
Y59MGJ8LRF,наушники,электроника,4,26.47,0.96
GKLYD8KOKE,футболка,одежда,3,733.28,23.8
SEOVZ4UU3Z,вилка,посудa,1,80.92,23.37
T6F6JK0EF3,зонтик,сезонные товары,4,303.7,260.6
Y74Y2UL4A7,подгузники,товары для детей,3,799.79,147.85
