doc_id,item,category,amount,price,discount
YFKHMWJE2T,помада,косметика,5,822.04,1099.15
BR8G86K0Y0,платье,одежда,3,353.29,166.44
HEEYNZT68E,молоток,инструменты,3,45.43,1.71
NX4E05EXW9,спортивная бутылка,здоровье и спорт,5,404.86,352.65
2TJMZ8ZER6,фрукты,продукты,2,934.78,118.38
BXC2NO5EPI,запчасти,автотовары,1,435.54,88.03
K9PWWI5PIB,обогреватель,сезонные товары,2,782.0,342.11
8FGVMPO5JM,кроссовки,обувь,4,385.18,262.54
VLPGUBE687,ботинки,обувь,2,957.34,108.95
GRA3WYGO1T,шторы,текстиль,4,757.23,99.32
6TDPAEH1WP,сыр,продукты,5,310.54,314.85
P4DSXQWTVM,тетрадь,канцтовары,5,283.7,155.03
OJB3EI504M,игрушки,товары для детей,1,668.59,170.46
I5WPUB6PQX,толстовка,одежда,2,793.68,436.01
0J3JMMQH6A,стул,мебель,5,988.53,1267.31
SMSO6GZPK2,туалетная вода,косметика,3,902.78,352.31
G44BOWZNS7,ботинки,обувь,4,103.58,37.65
DII24GJ31Q,йога-коврик,здоровье и спорт,3,498.28,250.29
5E47OFD6U0,покрывало,текстиль,2,457.41,198.51
J4ZFVXO1SV,туалетная вода,косметика,4,811.35,710.68
T6FQQWECSC,молоток,инструменты,3,533.32,184.27
8CEY72B1JG,зонтик,сезонные товары,2,381.06,169.55
22G502BG65,гантели,здоровье и спорт,3,946.18,555.64
YCT6SVEG1R,ложка,посудa,4,753.62,485.8
5WKG6FQ9K1,тарелка,посудa,3,876.99,523.37
5R3OJZ0VRD,платье,одежда,4,259.62,25.86
1NC5BYR62A,клей,канцтовары,2,168.89,59.66
9O4AE1JDJD,детское питание,товары для детей,1,820.42,29.04
1CJ5CSH2CX,хлеб,продукты,5,958.43,1085.71
Y8HAADHIDF,туалетная вода,косметика,1,768.49,215.83
T4GGT44T5F,игрушки,товары для детей,4,646.93,79.16
UJBUUTABB7,шкаф,мебель,1,137.02,28.02
YA8WOVCEVY,скатерть,текстиль,5,765.43,530.93
6MAVONYPD0,куртка,одежда,3,283.0,159.89
YLGU2JPMT9,дрель,инструменты,4,468.29,58.2
PSDZXDMLYC,туалетная вода,косметика,2,595.84,157.05
9MBHX7EE46,крем для лица,косметика,3,649.15,138.95
8ZVAZNWZ31,насос для шин,автотовары,2,964.67,247.9
ONLF2DBF7D,толстовка,одежда,2,933.57,44.16
0ZFUYZN3F7,футболка,одежда,1,851.57,26.29
CQIMFMFJQF,отвертка,инструменты,4,789.06,337.04
ZUYVHYS5HE,клей,канцтовары,5,432.54,438.79
4ZQZRT75FV,подгузники,товары для детей,2,197.22,68.98
ZQN01TUNHK,столовый набор,посудa,3,472.91,62.51
D3HEE6U8LQ,кресло,мебель,5,367.35,22.37
FMA8UUV86N,туалетная вода,косметика,4,819.58,971.8
SNN3BGT2MR,тетрадь,канцтовары,5,808.51,842.08
P8BT736AKY,телевизор,электроника,1,189.48,30.99
IZIORY3LHI,обогреватель,сезонные товары,3,393.6,24.01
A12545ESJE,пила,инструменты,2,731.81,268.99
