doc_id,item,category,amount,price,discount
5BZ8EAJKQE,хлеб,продукты,2,799.94,91.85
BP8ZHNSCIH,гантели,здоровье и спорт,5,119.86,6.21
O913TD8X95,витамины,здоровье и спорт,4,287.55,220.91
5JSXXQAQDW,зарядное устройство,электроника,5,302.98,388.86
P8TPLAE690,дрель,инструменты,3,98.0,20.19
T3DEJT9VGQ,смартфон,электроника,2,384.53,7.06
MBZVC2AJ5O,подгузники,товары для детей,3,764.99,613.19
PWUS6VAB03,рождественские украшения,сезонные товары,1,541.49,134.82
NULCLJ5VPD,шторы,текстиль,1,48.57,12.96
1LN0R65DGJ,вилка,посудa,2,996.75,205.1
W6VNEBOFTU,хлеб,продукты,3,12.73,5.14
BAGV2R2GM0,ботинки,обувь,2,538.06,123.17
JCUM37A8X3,освежитель воздуха,бытовая химия,2,767.08,261.83
6F0X6UGCOQ,ботильоны,обувь,1,222.71,19.35
0N2STNDAVB,ложка,посудa,3,874.22,458.18
SAL74DWUNI,зарядное устройство,электроника,5,196.39,203.23
DJKAMRLO7S,туалетная вода,косметика,3,213.21,189.46
GBEN20VHYR,аксессуары для авто,автотовары,5,887.35,1306.46
3J76DBLOKD,аксессуары для авто,автотовары,1,347.81,88.18
X08G4VSV1W,гантели,здоровье и спорт,1,553.31,92.18
AAAJQKFO7P,колбаса,продукты,5,162.31,19.63
BPOI5SD7P9,тапочки,обувь,2,621.97,80.82
66783B6TLJ,толстовка,одежда,3,68.26,22.19
EBIB758YMW,аксессуары для авто,автотовары,3,43.76,34.44
KK93R9GEU1,клей,канцтовары,1,346.97,38.14
NDXAZNPEEF,кроссовки,обувь,3,239.13,188.74
NRWV70THGS,толстовка,одежда,1,808.13,176.09
QH9FF824TX,покрывало,текстиль,5,519.01,504.9
2TX04BIK8U,туалетная вода,косметика,1,702.52,23.74
SL4BAJQSKN,зарядное устройство,электроника,3,87.51,64.58
42JRSZN9NP,морозилка,сезонные товары,5,925.89,1100.81
I4ND4UHISP,освежитель воздуха,бытовая химия,5,901.84,13.14
E6BO4J811V,морозилка,сезонные товары,5,311.32,309.8
TGJTUR0X4V,тетрадь,канцтовары,5,582.85,419.68
IC185J3CNY,столовый набор,посудa,3,352.01,226.3
9ILBXXOWEP,дрель,инструменты,5,695.7,112.23
A2UI0HL8Y0,покрывало,текстиль,2,380.94,64.75
JTBIA1TMLW,хлеб,продукты,1,397.46,24.87
18XEF6FTNV,зонтик,сезонные товары,3,16.68,6.56
JMQHF5YCDC,кондиционер,сезонные товары,5,235.79,57.11
3KGUP5NT8X,запчасти,автотовары,5,538.07,462.3
84SXXNA5BR,простыни,текстиль,2,434.98,7.1
JIJH7HR6GP,клей,канцтовары,4,63.35,8.14
O6K66RGBQG,моющее средство,бытовая химия,1,284.49,77.46
E8FMCOGPMZ,дрель,инструменты,2,205.44,23.04
GBCERWHUIZ,столовый набор,посудa,1,462.82,123.7
SFBYYTROAZ,тарелка,посудa,4,429.73,92.32
T4XRLV6XOB,фрукты,продукты,1,149.78,44.44
QHDM9VCG62,фитнес-браслет,здоровье и спорт,2,687.21,97.04
7PPMGW1DCZ,обогреватель,сезонные товары,3,879.5,759.82
