doc_id,item,category,amount,price,discount
SXAT8MROZV,игрушки,товары для детей,4,646.96,374.28
995W2L3P1W,рождественские украшения,сезонные товары,3,999.62,621.17
IQ59DTJQXW,туалетная вода,косметика,1,443.3,131.03
POZQ8Q8AM4,универсальный пятновыводитель,бытовая химия,2,153.11,6.51
0ZT2PMX112,телевизор,электроника,2,823.68,382.82
ZU2LD3O9AW,телевизор,электроника,3,370.67,163.28
HNYFD3ZRB9,ложка,посудa,1,321.94,64.41
G1S00G83LL,шкаф,мебель,1,140.0,23.96
9GW5FL5K4C,молоко,продукты,4,393.93,357.75
OUQ7F8RQZC,альбом для рисования,канцтовары,2,740.14,299.25
A0JQCLV0ZY,освежитель воздуха,бытовая химия,5,551.71,793.58
4W9N4ZHU85,молоко,продукты,4,236.11,64.08
TLVE9X7LGS,кровать,мебель,1,793.78,102.13
NPNW7WM9K8,ботильоны,обувь,1,748.76,30.59
QQMF1YGXTD,рождественские украшения,сезонные товары,4,993.0,751.27
RUJBKNOSAJ,памперсы,товары для детей,1,814.46,4.27
Q88X3OLWBH,книжки,товары для детей,2,434.83,49.53
84ZYN2DNII,помада,косметика,3,121.4,80.45
YM3Z029O1W,молоток,инструменты,5,104.76,77.24
3PRTK4LKBM,зарядное устройство,электроника,1,814.66,26.47
JB22WYW4TJ,универсальный пятновыводитель,бытовая химия,5,43.4,40.78
NBU9QONL9B,шампунь,косметика,3,732.76,433.99
QGSCS6KOQM,шкаф,мебель,1,702.32,208.55
0ATSZ4I0G1,кроссовки,обувь,2,974.49,525.48
I04WOKAMXV,туалетная вода,косметика,2,595.66,191.01
IDG91CUST9,рождественские украшения,сезонные товары,1,545.25,106.82
KK4GW89E4S,дрель,инструменты,5,406.03,96.69
QDAREFCG0B,средство для мытья посуды,бытовая химия,1,577.47,38.15
5JDJ36RH7E,шампунь,косметика,2,360.31,102.76
E2KEBND9DI,игрушки,товары для детей,3,753.22,191.33
NDH8UAHFUC,крем для лица,косметика,5,721.69,954.45
FBSEZLQTD7,шампунь,косметика,1,341.28,16.8
64MO7HKONQ,джинсы,одежда,1,733.87,158.22
XEJZH5ZNZJ,детское питание,товары для детей,4,389.79,161.29
NF4X5UCWAA,сандалии,обувь,2,686.52,99.03
KH0HDQHNNY,куртка,одежда,3,271.69,140.83
F9J1E4JV3N,подгузники,товары для детей,3,850.93,347.51
BQ88FRFVQL,помада,косметика,3,405.68,361.09
YA4PFELLWU,столовый набор,посудa,5,965.33,704.82
BRINPHID87,морозилка,сезонные товары,3,934.32,646.59
SSHBGUP8EJ,ботильоны,обувь,3,979.9,94.92
BECDIUAT01,кровать,мебель,2,930.05,258.03
RIVRDGCMGX,обогреватель,сезонные товары,1,97.43,28.38
P5N111DB1H,простыни,текстиль,3,534.89,75.28
5LUA9LV0BK,овощи,продукты,2,414.26,204.09
6VA28H0TYB,моющее средство,бытовая химия,4,57.62,67.53
RJJGISGKZR,куртка,одежда,4,432.85,394.49
NIK3G1ZDZO,тетрадь,канцтовары,2,813.31,273.67
LUPGJ6XND0,шампунь,косметика,1,603.16,77.72
MD8QQZWLYF,морозилка,сезонные товары,5,518.47,209.44
