doc_id,item,category,amount,price,discount
UTMTVEYEZY,зарядное устройство,электроника,3,166.28,2.69
7KXEYIIWMN,средство для мытья посуды,бытовая химия,3,724.43,162.9
NVHVE6YA2D,памперсы,товары для детей,5,797.26,909.74
MNL9XM3DJH,масло моторное,автотовары,1,779.5,94.38
O723A7TE16,освежитель воздуха,бытовая химия,1,595.15,25.6
MYP6KBZ9T9,зарядное устройство,электроника,4,92.72,73.34
JNPQXHTKEN,шкаф,мебель,2,176.92,102.73
RVK1GKYSEB,крем для лица,косметика,1,198.01,22.52
P8GGDNPMWJ,шторы,текстиль,3,38.73,32.4
9HVZM1OD04,туалетная вода,косметика,1,481.74,128.35
100FAQMVNR,моющее средство,бытовая химия,4,46.44,27.63
UDRA99USBZ,сыр,продукты,5,751.04,554.44
TPGCRV0VPS,ручка,канцтовары,4,774.82,870.07
OM606HG9LT,колбаса,продукты,2,839.82,293.02
EE9EDGO40E,покрывало,текстиль,2,116.2,22.08
SZ7I8Z9SP1,джинсы,одежда,4,277.83,328.81
5DOIXNO50J,молоток,инструменты,3,583.72,471.44
UEC4QVX8LQ,шампунь,косметика,3,672.01,180.75
6G5PK78RZ6,подгузники,товары для детей,1,412.52,84.26
U30WQVRW9U,книжки,товары для детей,5,501.78,202.36
CIXQEH7T1C,масло моторное,автотовары,1,189.57,33.35
4M7SIVAJ23,зонтик,сезонные товары,3,15.33,10.14
03SBKGMFCK,рождественские украшения,сезонные товары,3,604.76,191.02
T3YIQPH5T2,маркер,канцтовары,1,393.51,106.14
BV8M4W30WQ,кровать,мебель,3,193.0,101.04
PZM5CPSCMG,крем для лица,косметика,4,919.83,97.68
73KP5GAUPA,маркер,канцтовары,3,775.03,660.57
GJVVDQT81T,хлеб,продукты,2,299.27,109.89
7SRG0Y26QX,тарелка,посудa,5,583.59,768.76
ASME2TRPOY,обогреватель,сезонные товары,3,661.83,167.07
SMIH3GXUEV,шторы,текстиль,1,526.1,93.59
EENW9AWSBY,тушь для ресниц,косметика,2,906.53,231.17
PRZQC7OBJR,сыр,продукты,1,839.21,173.91
XL8NN3W8JS,джинсы,одежда,2,94.07,37.7
5T3RNPCA5V,помада,косметика,4,928.25,826.58
23ID9R1ZMZ,игрушки,товары для детей,3,712.14,15.64
HT17FH890M,полотенце,текстиль,4,67.85,46.44
571TFGJL9R,маркер,канцтовары,5,505.89,478.41
IFZDET2WT4,морозилка,сезонные товары,2,471.95,204.64
OA5ROAQWBV,клей,канцтовары,4,53.2,1.61
SOTB6A77SO,маркер,канцтовары,2,930.7,442.75
CWXQB1UHH9,витамины,здоровье и спорт,1,917.46,171.26
6ZJSU9LQST,спортивная бутылка,здоровье и спорт,2,186.82,12.04
IHRDYB0BZV,крем для лица,косметика,1,705.83,150.28
P4VX4CQET4,ручка,канцтовары,5,157.61,110.57
XNMILY755B,ботильоны,обувь,1,391.13,61.26
ZKB5OUYVO6,шампунь,косметика,3,364.44,327.28
R51Y7WH4ZD,сандалии,обувь,3,217.25,85.58
MTCRFC29C6,рождественские украшения,сезонные товары,4,504.13,227.32
G2IGHD0A9O,телевизор,электроника,5,30.37,41.47
