doc_id,item,category,amount,price,discount
CW2K098M3M,ложка,посудa,1,630.69,110.49
2IUMPVRLTM,шкаф,мебель,5,49.68,28.49
BPYV168NRN,кроссовки,обувь,2,987.59,41.17
9HH5UX8KU4,гантели,здоровье и спорт,3,78.75,68.27
R74V8WAUNG,гантели,здоровье и спорт,3,793.56,640.95
HVBSAL2YAF,универсальный пятновыводитель,бытовая химия,5,89.59,17.2
AZVIFT0QMI,телевизор,электроника,4,264.0,169.89
ZE4IA71HTM,стол,мебель,5,758.33,715.73
W61F9UMMWM,альбом для рисования,канцтовары,4,352.08,185.01
ONQKZ38RMQ,столовый набор,посудa,2,876.63,144.1
WFZ671H570,моющее средство,бытовая химия,1,681.56,59.29
9YY0D4078X,кондиционер,сезонные товары,5,504.5,727.16
JJVWNBJWQ8,набор гаечных ключей,инструменты,1,921.02,198.08
CNTI7PQ769,столовый набор,посудa,3,332.75,262.85
MSDZCDV2TJ,освежитель воздуха,бытовая химия,2,31.22,1.23
3AYJKHI7Q6,вилка,посудa,3,819.29,424.34
NZ520Z7R1U,ложка,посудa,2,407.63,91.35
E14YM1S5XN,молоко,продукты,3,171.34,54.36
ZROZXYEV0W,кондиционер,сезонные товары,2,564.83,168.95
YAAXCB7WSP,овощи,продукты,3,787.33,400.86
8NCKIGLI80,обогреватель,сезонные товары,2,178.08,7.57
CRH25JCIC4,кондиционер,сезонные товары,5,379.57,490.04
W20BTF8WI5,телевизор,электроника,1,188.61,47.1
SY27T7HNM6,крем для лица,косметика,2,298.91,18.25
STOQLCD240,запчасти,автотовары,3,678.36,142.34
4QHR9TP066,тарелка,посудa,5,129.27,178.96
HUDRJCFTBJ,морозилка,сезонные товары,5,984.95,617.33
GMTIXH6RO8,универсальный пятновыводитель,бытовая химия,5,279.62,304.49
95ZE8FI9HP,универсальный пятновыводитель,бытовая химия,5,221.76,133.59
UNVATGRY9A,куртка,одежда,2,100.31,57.26
JUR2NQT5G9,тетрадь,канцтовары,2,750.85,349.09
19IFY32RXW,хлеб,продукты,2,688.0,190.93
NNT0RBX6VM,покрывало,текстиль,2,783.19,93.91
XOS5GUGCFJ,освежитель воздуха,бытовая химия,3,471.11,371.28
J8CUT73UAC,шторы,текстиль,4,994.89,662.4
12FQA2K8W9,вилка,посудa,5,256.22,107.66
IPP1FY5ZY0,сандалии,обувь,1,594.67,112.15
JYNSHYNY90,фрукты,продукты,3,862.6,381.77
HRK1Y2ZVUV,отвертка,инструменты,2,543.21,34.56
5P3DM6TYIU,набор гаечных ключей,инструменты,1,462.14,137.42
J2MFSDGF2Z,йога-коврик,здоровье и спорт,4,42.53,50.26
7L4HLED03W,тушь для ресниц,косметика,3,310.28,66.48
AHZ46Y1I0R,пила,инструменты,5,310.7,226.64
J3AJDR8VC4,стол,мебель,5,333.7,2.94
6WI7H4EC0R,памперсы,товары для детей,3,976.22,119.42
HMRFB3A41M,шкаф,мебель,2,795.28,273.67
F9Y1MRSURI,простыни,текстиль,2,689.38,403.67
CI7COC7ANN,чистящее средство,бытовая химия,3,616.17,124.68
XSZSSVQB0K,игрушки,товары для детей,1,200.07,47.85
J34Y5D8I3G,шторы,текстиль,5,518.67,29.41
