doc_id,item,category,amount,price,discount
DWAY435NDO,книжки,товары для детей,2,966.49,481.64
QK57TG4Q3A,куртка,одежда,1,798.62,30.65
UD6ST6J1YV,хлеб,продукты,5,421.45,304.15
8OXA5X013Z,зарядное устройство,электроника,4,540.17,32.38
AELR8XN14A,морозилка,сезонные товары,3,624.87,561.11
UM74S4G0PC,книжки,товары для детей,4,143.32,148.0
C9Z0UE8V4Y,ботильоны,обувь,2,457.09,160.34
9DXOWQTCAI,лампочка,электроника,2,648.92,203.03
MHHS673R6R,туалетная вода,косметика,1,342.78,3.36
QZ2F8U4PZ6,столовый набор,посудa,3,565.35,502.14
ST3UE9J3AY,лампочка,электроника,2,563.61,48.77
GG3MP5FX6N,наушники,электроника,4,526.85,562.37
9GORIPGS4J,книжки,товары для детей,5,216.55,62.67
JQLREKRRNH,ручка,канцтовары,1,553.18,111.13
WV86PSNKZP,тарелка,посудa,1,758.2,66.48
478PVWL5UE,шторы,текстиль,5,821.46,1085.37
8D0T427XCZ,крем для лица,косметика,1,537.04,43.92
YCAL5J16Z3,аксессуары для авто,автотовары,1,402.73,19.96
NHO60HMAOT,ботинки,обувь,4,937.44,615.59
HX72F0NW5Q,фрукты,продукты,5,906.22,296.89
CO4WFIDO5G,наушники,электроника,5,566.39,574.9
MH69A6BIJD,средство для мытья посуды,бытовая химия,3,745.59,404.1
Y5O8LYZB2K,ложка,посудa,1,685.99,120.64
U79EZL9K6L,полотенце,текстиль,4,771.98,890.11
YAN7MC6JIS,альбом для рисования,канцтовары,1,440.42,87.43
LHZ236RNC3,толстовка,одежда,1,450.0,81.33
094LCHFUXZ,моющее средство,бытовая химия,5,87.21,58.58
7T5CK6443K,витамины,здоровье и спорт,3,484.77,163.37
VMZ5J45VDP,футболка,одежда,5,987.58,808.95
CEN94UE81Z,смартфон,электроника,2,400.18,130.54
2ILYC03B0S,кондиционер,сезонные товары,4,299.6,175.37
Y5E6WGH1NI,морозилка,сезонные товары,3,405.58,113.04
TO0B038HAH,детское питание,товары для детей,5,531.19,453.45
L357C4D9Y3,туалетная вода,косметика,3,420.22,158.44
C4JKAP973Z,запчасти,автотовары,4,778.36,863.0
LIT6P5AWIW,стул,мебель,4,302.49,57.4
ZHA6NRO05R,туалетная вода,косметика,1,359.08,34.26
4B1BJ04N8P,крем для лица,косметика,4,180.09,171.65
RPBTYQD5TL,зонтик,сезонные товары,2,626.53,355.4
N7ACMCF75R,набор гаечных ключей,инструменты,1,788.94,116.53
3QK32YBK2V,запчасти,автотовары,1,363.34,95.11
T291XGE4ZN,толстовка,одежда,4,221.78,30.67
HU8K7EHT6G,платье,одежда,4,568.44,587.05
E90GJG693X,ботинки,обувь,4,747.34,835.01
Q51H99VXTE,шторы,текстиль,3,648.7,474.81
718IM3R5I7,джинсы,одежда,4,843.12,278.36
F5OW3CE9XO,крем для лица,косметика,4,730.18,183.02
9M527OKL6R,ботильоны,обувь,1,555.86,85.27
623FHZTBS6,зонтик,сезонные товары,1,201.64,8.02
21AU1LPYDD,книжки,товары для детей,3,968.87,633.1
