doc_id,item,category,amount,price,discount
NJC5PMJPRT,ботинки,обувь,1,430.69,95.48
CIJQAKP0N8,куртка,одежда,2,779.57,394.63
FIV0MON4KM,хлеб,продукты,3,811.56,56.97
T2IL8BUTS0,фрукты,продукты,1,991.12,75.73
RKD7ZR8NU0,отвертка,инструменты,2,816.3,324.32
IFDM81BYPF,витамины,здоровье и спорт,3,189.48,164.59
5M3SOQUDVV,кастрюля,посудa,2,309.56,49.93
MFIH87E53I,кастрюля,посудa,2,745.6,115.16
J2N5IL19HX,простыни,текстиль,2,673.21,158.56
TABUHLX8T5,витамины,здоровье и спорт,2,991.66,158.31
TBTHQX93M5,ложка,посудa,5,142.33,15.97
73QWYG5VHV,ботинки,обувь,5,680.46,809.68
RVOR1JOST6,полотенце,текстиль,2,19.44,11.15
QN72PXLXQK,кровать,мебель,2,406.43,141.83
O9CLGO04FO,толстовка,одежда,3,133.42,2.4
VGUJODWC9Q,рождественские украшения,сезонные товары,3,882.63,285.18
II6GQJ1BOT,стул,мебель,5,703.3,846.8
VHCSZMVVK0,зонтик,сезонные товары,3,481.83,99.71
4F3GV9BMGY,рождественские украшения,сезонные товары,4,604.13,179.82
WS1DX301E9,пила,инструменты,1,471.8,134.83
QSNLEFMXL1,кастрюля,посудa,1,912.49,256.57
SFC7WZ037Y,витамины,здоровье и спорт,2,838.98,13.19
404R6IQ70V,фрукты,продукты,5,997.37,888.67
FCUMER7HTE,игрушки,товары для детей,3,380.66,273.16
IH0D024GQQ,универсальный пятновыводитель,бытовая химия,5,114.24,169.14
IVRATWA05A,крем для лица,косметика,2,813.09,165.79
URINR929VR,гантели,здоровье и спорт,3,217.91,93.56
603NDIT8VS,телевизор,электроника,4,723.69,156.75
SPRPC876RS,простыни,текстиль,4,618.27,403.99
U9NRUM2W7J,зонтик,сезонные товары,4,695.44,88.14
SNYWOTZRGH,шкаф,мебель,3,410.44,226.58
5K1H6119ZX,книжки,товары для детей,4,453.18,72.09
QHF6L9KL6F,тушь для ресниц,косметика,1,507.21,43.5
YATAU6JM3F,столовый набор,посудa,3,773.9,173.07
S1I20YKZO3,ручка,канцтовары,1,400.1,83.77
KI0WJUXDFQ,покрывало,текстиль,4,274.14,217.68
X8RWNP199L,простыни,текстиль,5,377.57,48.45
LZZDBM2FYI,стул,мебель,3,774.84,668.74
0ZMZYMOUGC,пила,инструменты,2,412.89,26.98
WZDUPPNQKJ,освежитель воздуха,бытовая химия,5,681.25,1007.31
475A154MVJ,колбаса,продукты,4,280.39,75.01
GC37ADG8KG,смартфон,электроника,3,618.44,245.24
4VSKB1F11R,тапочки,обувь,3,709.23,428.4
8JZ54UHQBV,футболка,одежда,4,321.12,5.5
ZNJ9WXY7FK,игрушки,товары для детей,1,75.15,8.43
W1W51QRR59,колбаса,продукты,5,220.76,188.52
N0F6YI2BOZ,тушь для ресниц,косметика,1,261.3,30.32
4V6DDJEIS0,крем для лица,косметика,2,588.88,69.18
51MJXM209P,освежитель воздуха,бытовая химия,4,922.57,1051.38
GBAUQJWWTL,стул,мебель,1,379.05,89.32
