doc_id,item,category,amount,price,discount
F3KBVPK51O,колбаса,продукты,1,45.17,13.12
XE226XKY46,альбом для рисования,канцтовары,4,23.57,26.76
4G6U6UZX7F,масло моторное,автотовары,2,14.44,5.31
QYFN17WFKT,толстовка,одежда,4,62.76,73.99
KHCXVRMC0Z,платье,одежда,5,440.92,337.75
PA3G4FMEF7,стол,мебель,5,717.25,844.9
K1CZQXU7XR,овощи,продукты,5,406.95,253.74
7DOQ7BAKGC,детское питание,товары для детей,1,220.29,12.68
07U9UTQNUC,молоток,инструменты,4,974.06,1141.52
YDA99RS9SW,морозилка,сезонные товары,5,368.84,301.53
XQLBGQI4QX,сандалии,обувь,5,221.12,111.28
I0Z5JVT9QY,платье,одежда,5,175.55,14.24
TIYRXCL900,рождественские украшения,сезонные товары,3,668.34,288.81
N4SGUGCKHS,аксессуары для авто,автотовары,5,40.99,54.3
3C3MMMC4ZX,тетрадь,канцтовары,4,45.53,49.53
C9FJF2VUGD,платье,одежда,2,609.8,212.21
CAPHBRJI95,кондиционер,сезонные товары,2,653.87,209.34
4DLAC5HT07,смартфон,электроника,3,391.7,100.05
C8XXG64ZF4,толстовка,одежда,2,558.76,179.4
Z6BRFNTC0O,зарядное устройство,электроника,5,486.89,327.19
X2PZ2M56IE,моющее средство,бытовая химия,4,694.17,355.16
4W96RE5OTX,игрушки,товары для детей,3,447.41,99.58
KU5PJ0UUTG,игрушки,товары для детей,2,58.4,26.36
FU26WBYJXN,стул,мебель,5,46.07,59.96
CSBT29Z98K,футболка,одежда,2,20.89,4.72
F1KTIV0V6G,шампунь,косметика,2,934.19,250.67
9P2FW9E4C5,овощи,продукты,3,718.41,603.38
9MDNN0M9FI,наушники,электроника,1,736.43,66.77
0UUF2HMLRA,витамины,здоровье и спорт,3,375.61,2.26
6RG9B4ZZ74,книжки,товары для детей,3,729.94,386.9
JNM0TYIO6D,фитнес-браслет,здоровье и спорт,3,517.5,428.63
PY1W1EKNTH,книжки,товары для детей,2,398.8,140.34
CG8BBBCY0B,тетрадь,канцтовары,3,64.68,2.23
BEO8AKC7Y6,книжки,товары для детей,1,968.37,102.45
PQKO0NH4D9,тапочки,обувь,1,576.69,171.86
XZ7PHDUAI6,вилка,посудa,4,446.73,407.91
VV0TFAFXQF,крем для лица,косметика,3,839.29,163.72
YRT5BER1XH,памперсы,товары для детей,2,603.0,19.81
6QR4QI5O8R,автомобильный пылесос,автотовары,2,386.47,95.89
JM334TOAYT,джинсы,одежда,3,425.72,338.05
9M78PEL6LV,помада,косметика,4,55.18,38.12
9F8Z24LWTM,гантели,здоровье и спорт,2,259.28,27.81
V8E8UCTSYL,ложка,посудa,1,229.12,37.49
RFGESIZH9I,памперсы,товары для детей,3,875.04,442.2
8WMQX1N1NU,ручка,канцтовары,3,105.1,64.95
ZFR3JKI6AS,ложка,посудa,2,742.83,183.34
1VB57B2EUH,полотенце,текстиль,2,275.29,156.6
WYHB0QCKQX,отвертка,инструменты,5,880.6,298.52
BYLM1QWVM8,полотенце,текстиль,5,368.8,83.26
FN5VF4E1RD,запчасти,автотовары,2,859.8,257.3
