doc_id,item,category,amount,price,discount
D7MCYCVNGB,дрель,инструменты,1,201.64,4.86
THGF2K6PV6,детское питание,товары для детей,2,937.05,512.35
MO9XQASL5V,игрушки,товары для детей,4,70.32,5.03
6E6ZHQC2BM,шампунь,косметика,3,985.89,706.2
596EIRN43I,альбом для рисования,канцтовары,5,432.27,296.95
7T5R20OHLQ,молоко,продукты,5,916.21,1373.03
5XF9W01J3T,витамины,здоровье и спорт,5,447.62,49.15
8VBM1O2ZZA,наушники,электроника,2,806.79,453.32
7XFPO3N8T8,полотенце,текстиль,3,716.87,437.73
CO9YGRELLH,сандалии,обувь,4,155.11,140.34
IXO6R9SIYZ,игрушки,товары для детей,5,571.62,216.14
BKQBAFDWVS,альбом для рисования,канцтовары,2,63.61,37.29
1VGH9TASLL,кондиционер,сезонные товары,4,840.7,914.58
MI4CSBIO80,ботинки,обувь,5,485.25,139.92
CUYAKHSE2P,аксессуары для авто,автотовары,2,391.68,230.26
9JRHQNSE14,сандалии,обувь,1,820.34,122.96
SH1QT0IYBH,овощи,продукты,3,908.52,159.61
EAYS0B03YY,зарядное устройство,электроника,4,111.83,128.9
2PQ393IUFY,клей,канцтовары,3,190.47,18.88
PIC8VJ31V8,толстовка,одежда,4,388.17,291.49
1VUGNRPXZ2,хлеб,продукты,4,766.44,551.41
ZGNZBNPWL3,запчасти,автотовары,4,407.82,45.54
LUU8XR2DMM,альбом для рисования,канцтовары,5,651.51,760.29
YTQPWB4XS6,простыни,текстиль,5,461.2,654.38
NYDXJ8SR7V,аксессуары для авто,автотовары,2,317.31,184.38
FCM6ZOI7O3,спортивная бутылка,здоровье и спорт,2,479.01,42.61
96Z53ODI5Z,тарелка,посудa,3,628.35,517.14
Q1ZP293SR2,платье,одежда,1,305.78,56.66
I13H2HT1YK,сыр,продукты,2,331.42,53.49
Y6PT2W5QUW,ручка,канцтовары,5,756.09,134.24
ZM0KG6TZQ7,масло моторное,автотовары,2,703.84,264.62
FKJ43LVX4T,пила,инструменты,2,874.13,353.37
MNMNLB87AH,фрукты,продукты,1,980.68,5.61
5HSAXQTJ16,туалетная вода,косметика,5,613.53,687.35
MJ215BV5EH,книжки,товары для детей,3,398.32,145.99
4492BTS3QE,наушники,электроника,4,290.99,294.88
AFZJHRIIYN,кроссовки,обувь,4,966.77,339.16
P2ENWZ6NCC,зарядное устройство,электроника,5,730.19,938.86
LCYHBRWWWO,тушь для ресниц,косметика,3,837.41,244.2
Y6C0FYPV1E,платье,одежда,3,782.81,114.32
JZ8UTRUCGR,туалетная вода,косметика,3,784.91,399.98
6LUSAVWGB5,спортивная бутылка,здоровье и спорт,5,805.0,662.0
WBF3EJJM95,джинсы,одежда,1,811.61,208.81
LQBEUA1C2Q,джинсы,одежда,4,37.95,42.78
BUO4FAY6YI,стол,мебель,3,324.61,85.57
TPBE8AEOP8,футболка,одежда,5,12.44,18.17
0ETEZY7FF8,скатерть,текстиль,1,601.0,70.11
6NJWECFKS1,телевизор,электроника,4,337.01,246.35
JOMGLQKTFR,памперсы,товары для детей,1,600.37,76.29
PHKPBAGLD3,обогреватель,сезонные товары,4,789.7,646.95
