doc_id,item,category,amount,price,discount
CU1INMXP36,отвертка,инструменты,1,28.25,8.04
UG9EE318RX,чистящее средство,бытовая химия,2,167.11,1.97
4BQZXAETOD,кресло,мебель,1,610.56,117.7
JQ5SHYCXAP,толстовка,одежда,3,898.94,174.52
PHU28EBSLO,чистящее средство,бытовая химия,3,925.77,489.98
ZBQ1U8RMVT,шампунь,косметика,5,641.41,596.34
657ZSGPYDO,сыр,продукты,1,923.61,222.25
FA972FJBC0,стол,мебель,4,750.22,80.49
TRZZN52UJN,телевизор,электроника,2,330.28,96.2
EOZWHGIKK1,насос для шин,автотовары,3,512.9,32.98
BKQZF135FT,зонтик,сезонные товары,5,373.43,278.7
RWSUYFTI5U,спортивная бутылка,здоровье и спорт,4,321.71,127.83
DIR6KNXYZY,простыни,текстиль,5,186.62,135.35
8VOLBWASPR,крем для лица,косметика,4,456.94,269.93
EKK13NG5SY,универсальный пятновыводитель,бытовая химия,4,595.15,615.25
IX5GVKP5RI,лампочка,электроника,1,821.44,141.34
OSTWE0L2MJ,простыни,текстиль,4,428.19,105.75
R4HSMNH87D,сандалии,обувь,4,684.2,628.33
YRPNYKHV05,футболка,одежда,1,701.53,19.61
6WFXYH38GI,спортивная бутылка,здоровье и спорт,3,745.92,449.72
PGD9QNZNQR,скатерть,текстиль,3,515.95,224.23
R67OD02CH7,телевизор,электроника,4,555.73,14.99
GRK187NCXE,чистящее средство,бытовая химия,2,240.39,106.85
DQT4PDJYMN,отвертка,инструменты,5,231.07,89.63
0RGP0EU3SJ,лампочка,электроника,3,93.85,59.48
0E5O51MF15,помада,косметика,3,99.51,8.19
L0M4QMAOP0,рождественские украшения,сезонные товары,4,915.89,661.03
377BHZQEAS,альбом для рисования,канцтовары,3,339.97,56.74
VD6DDA2LXI,вилка,посудa,5,367.79,439.69
LYTMF4RL5O,универсальный пятновыводитель,бытовая химия,4,834.64,600.85
QR7VJ81D9Z,книжки,товары для детей,5,440.87,350.63
U4W7H9C5DD,книжки,товары для детей,3,420.7,265.3
QJ25IHAPIT,тушь для ресниц,косметика,3,974.99,344.14
WNY1FKK6JM,пила,инструменты,5,120.31,30.07
ULSPYGEFNL,фрукты,продукты,4,701.59,626.01
509PJ4KZYR,набор гаечных ключей,инструменты,2,39.41,11.65
KP9BXCFNS8,дрель,инструменты,5,865.47,1017.14
ZAK5DCSBIF,сыр,продукты,2,759.92,445.25
FL3PMUF476,шторы,текстиль,4,648.04,501.52
DYUQ3CLHZN,простыни,текстиль,5,518.93,89.63
0TSQEG2PKH,памперсы,товары для детей,1,870.14,159.38
QZM9DYA8GE,столовый набор,посудa,1,389.23,90.56
FC3YGPNKFW,молоток,инструменты,4,354.83,24.25
MM5K33U9WT,памперсы,товары для детей,3,264.52,7.02
30P1X5KB6N,тетрадь,канцтовары,3,702.99,439.68
J1GL3W5XJ0,толстовка,одежда,2,669.81,296.34
N5W1J89MSN,телевизор,электроника,2,816.28,182.24
19VFQG7GR9,альбом для рисования,канцтовары,5,379.3,450.76
DHQQYHP6GC,игрушки,товары для детей,2,954.96,553.63
UTP06XZD11,подгузники,товары для детей,3,305.61,86.21
