doc_id,item,category,amount,price,discount
DZNUHRTQX0,моющее средство,бытовая химия,3,352.63,127.45
NTQKZZKR6A,смартфон,электроника,5,939.94,386.14
45KGQDXO12,обогреватель,сезонные товары,2,212.21,43.41
GRE6O3447E,шампунь,косметика,4,994.01,726.79
7LJD2O65A9,йога-коврик,здоровье и спорт,2,324.5,133.04
XU3VIXPHSV,обогреватель,сезонные товары,4,757.36,207.66
1MHV66MNKV,тушь для ресниц,косметика,1,18.95,2.3
9Q4DMSF67E,кресло,мебель,1,450.46,80.85
TMYJ6DNP4I,шкаф,мебель,2,39.42,5.9
8GKGFISAW5,наушники,электроника,1,77.39,9.49
4CVQ18SHD1,фрукты,продукты,1,699.29,121.46
RSA5O7LUM4,дрель,инструменты,3,334.94,90.44
YALAXRY371,тарелка,посудa,4,791.99,134.6
QBVTME0WIZ,тушь для ресниц,косметика,1,214.46,59.0
TSGAYLXQHY,ботильоны,обувь,1,777.05,67.68
YJYT5SS9ZQ,стол,мебель,4,814.14,796.92
HAAAOCL1MJ,фитнес-браслет,здоровье и спорт,1,359.24,8.79
3ASTU62BW8,туалетная вода,косметика,5,304.41,241.7
VYKLQB7S04,молоток,инструменты,5,257.13,12.51
SV0FW0AL15,кровать,мебель,1,741.8,78.63
EPB4JKE4AE,тетрадь,канцтовары,3,840.66,495.09
P1NKCERTUB,чистящее средство,бытовая химия,5,363.43,319.39
1T8ZW2B4BJ,кастрюля,посудa,5,891.65,315.07
K40MA27NCL,вилка,посудa,2,750.99,65.77
G4I5J1PZQR,зарядное устройство,электроника,5,322.85,184.74
3X9HBJ09AX,подгузники,товары для детей,2,338.43,58.87
P6AAS8QOTX,лампочка,электроника,3,653.03,19.49
JVWLYYMPQD,автомобильный пылесос,автотовары,4,399.25,74.41
BU0QU6835O,тетрадь,канцтовары,5,97.64,42.4
2XSPX5U1YO,универсальный пятновыводитель,бытовая химия,1,580.47,158.69
2EOTEWM69R,хлеб,продукты,2,800.3,224.11
21EWTRR2I4,масло моторное,автотовары,5,385.74,154.09
ZIMEI22QL5,кондиционер,сезонные товары,3,491.59,83.0
YGI1RI7IYC,моющее средство,бытовая химия,4,304.11,132.87
RXKIZ8CQOW,фрукты,продукты,3,914.91,627.96
2CYR06UIW3,помада,косметика,4,449.02,121.21
TUJYK0CJI7,ботинки,обувь,3,827.57,141.27
V7KXSXRODQ,отвертка,инструменты,3,103.44,23.6
QF83395N99,стул,мебель,5,412.0,15.04
CD258IH7CR,средство для мытья посуды,бытовая химия,1,673.46,65.36
XVDED109YH,молоко,продукты,1,435.97,65.02
RERIOMT8UP,сандалии,обувь,4,475.7,501.62
A3M306IR1B,игрушки,товары для детей,1,835.12,216.13
8RX3GU1843,вилка,посудa,5,56.8,9.5
0VGT22AWJ2,аксессуары для авто,автотовары,1,84.44,11.31
RQY4Q4T4WR,кресло,мебель,2,851.28,81.21
EMM6T3TGFQ,смартфон,электроника,4,961.01,125.2
F5CQM5ACJ9,игрушки,товары для детей,2,73.92,26.94
VS0LHZKB7G,маркер,канцтовары,1,563.55,0.32
SY0J9101G9,йога-коврик,здоровье и спорт,2,218.59,5.77
