doc_id,item,category,amount,price,discount
38XXUX8SWA,ручка,канцтовары,3,357.09,195.75
RDXI15K5ST,средство для мытья посуды,бытовая химия,5,687.91,1012.59
R1BPD5XTVT,набор гаечных ключей,инструменты,5,37.25,23.05
J75AMZAIFI,детское питание,товары для детей,5,481.75,495.81
EBDMXQ56IR,обогреватель,сезонные товары,1,762.59,220.28
4D8ST0NIKQ,покрывало,текстиль,5,499.95,590.08
201KX0I3O2,зарядное устройство,электроника,5,363.9,98.29
IJKWQ8CBV8,морозилка,сезонные товары,2,322.37,46.44
0R5OGZHTUR,скатерть,текстиль,2,132.97,48.28
GMTOF8AC0C,маркер,канцтовары,5,939.97,984.62
GPAZ2NETBW,шторы,текстиль,2,617.32,136.48
LPYNTLJ4OZ,спортивная бутылка,здоровье и спорт,3,11.23,5.96
TSSCVSTLX7,набор гаечных ключей,инструменты,5,297.09,30.16
OF19GOVXBH,запчасти,автотовары,1,509.94,89.18
6CF6QID7UW,дрель,инструменты,2,319.85,60.67
GA9DAES5DW,ложка,посудa,1,138.87,26.83
HC50QWWTQX,тарелка,посудa,4,615.31,352.2
LH0LI4L7IF,помада,косметика,4,321.05,257.7
DGBPIKWHZJ,телевизор,электроника,5,392.67,266.27
VQSTJ7LFUM,памперсы,товары для детей,4,793.08,35.66
GBOMB95JFT,ботильоны,обувь,5,521.8,201.51
TWO27GKWRG,моющее средство,бытовая химия,3,13.9,5.08
8ZHPNJ9EHS,памперсы,товары для детей,5,828.62,163.6
T08WTH7FMI,стул,мебель,5,455.0,168.25
FS52UZJN99,средство для мытья посуды,бытовая химия,1,406.17,14.49
JIR6TDWLYJ,масло моторное,автотовары,2,204.97,103.08
XTSCKLDL5V,толстовка,одежда,3,715.03,628.71
Q3H5PRYIK9,шампунь,косметика,3,275.42,193.5
VPALNZIFWK,ботинки,обувь,2,585.5,341.98
4CZW593JQL,спортивная бутылка,здоровье и спорт,4,705.61,409.82
BK1BME8HEG,скатерть,текстиль,4,887.28,574.35
TPMPHSUKND,памперсы,товары для детей,4,136.38,61.44
MGJTG5X9FJ,шкаф,мебель,1,645.53,132.11
W408AM1KKM,клей,канцтовары,1,643.05,128.21
8QDDNWIAWT,ложка,посудa,3,705.16,163.02
1MLE90TGY7,альбом для рисования,канцтовары,5,839.76,464.5
XJ5M5CQSAF,отвертка,инструменты,2,62.74,7.8
54ZC4E3NFV,подгузники,товары для детей,1,647.44,158.56
Z4702HVOJP,куртка,одежда,3,243.41,176.12
OTI6R3M0BJ,футболка,одежда,1,847.95,214.98
74UJPN7GFP,телевизор,электроника,4,216.11,107.74
ERW5TVXSO1,шторы,текстиль,4,371.53,165.28
96NENAIGGM,памперсы,товары для детей,4,981.54,154.57
KTKHNALQ1O,автомобильный пылесос,автотовары,1,780.08,148.18
IJ43109RW9,сандалии,обувь,4,161.47,38.39
WF67HTVE5N,памперсы,товары для детей,2,913.6,274.3
LWURH5LPW3,крем для лица,косметика,3,821.88,204.73
GRZV8YGOXO,наушники,электроника,2,646.35,228.59
4GENS076C1,подгузники,товары для детей,1,82.03,21.69
EMT2L4LGGW,простыни,текстиль,4,505.77,466.9
